# x psi_r psi_i psi2 
-7.866859e+00  1.192675e-03 -3.574701e-03 1.420096e-05
-7.866534e+00 -8.727910e-04  2.880550e-03 9.059334e-06
-7.866208e+00  2.859027e-04 -1.306200e-03 1.787898e-06
-7.865883e+00  3.884448e-04 -6.672920e-04 5.961680e-07
-7.865557e+00 -9.439521e-04  2.436899e-03 6.829524e-06
-7.865232e+00  1.210678e-03 -3.461891e-03 1.345043e-05
-7.864906e+00 -1.107026e-03  3.429061e-03 1.298397e-05
-7.864581e+00  6.647102e-04 -2.348431e-03 5.956968e-06
-7.864255e+00 -1.904700e-05  5.501950e-04 3.030773e-07
-7.863930e+00 -6.324382e-04  1.416176e-03 2.405534e-06
-7.863604e+00  1.090441e-03 -2.949831e-03 9.890565e-06
-7.863278e+00 -1.214848e-03  3.582135e-03 1.430755e-05
-7.862953e+00  9.676041e-04 -3.119871e-03 1.066986e-05
-7.862627e+00 -4.243484e-04  1.704282e-03 3.084648e-06
-7.862302e+00 -2.487219e-04  2.320882e-04 1.157275e-07
-7.861976e+00  8.456980e-04 -2.097557e-03 5.114950e-06
-7.861651e+00 -1.183951e-03  3.322103e-03 1.243811e-05
-7.861325e+00  1.160003e-03 -3.531543e-03 1.381740e-05
-7.861000e+00 -7.811828e-04  2.661870e-03 7.695801e-06
-7.860674e+00  1.633820e-04 -9.788171e-04 9.847766e-07
-7.860349e+00  5.043980e-04 -1.003343e-03 1.261114e-06
-7.860023e+00 -1.017867e-03  2.678934e-03 8.212742e-06
-7.859698e+00  1.219943e-03 -3.535953e-03 1.399123e-05
-7.859372e+00 -1.048809e-03  3.312518e-03 1.207278e-05
-7.859047e+00  5.568190e-04 -2.076893e-03 4.623531e-06
-7.858721e+00  1.055129e-04  2.066316e-04 5.382960e-08
-7.858396e+00 -7.355629e-04  1.726786e-03 3.522842e-06
-7.858070e+00  1.140584e-03 -3.132576e-03 1.111397e-05
-7.857745e+00 -1.196671e-03  3.581175e-03 1.425684e-05
-7.857419e+00  8.866672e-04 -2.935498e-03 9.403328e-06
-7.857093e+00 -3.054115e-04  1.392831e-03 2.033254e-06
-7.856768e+00 -3.692751e-04  5.754504e-04 4.675073e-07
-7.856442e+00  9.309892e-04 -2.367913e-03 6.473751e-06
-7.856117e+00 -1.207889e-03  3.436841e-03 1.327088e-05
-7.855791e+00  1.115266e-03 -3.455603e-03 1.318501e-05
-7.855466e+00 -6.814556e-04  2.418455e-03 6.313306e-06
-7.855140e+00  3.917242e-05 -6.423030e-04 4.140876e-07
-7.854815e+00  6.150932e-04 -1.330131e-03 2.147588e-06
-7.854489e+00 -1.081185e-03  2.896142e-03 9.556603e-06
-7.854164e+00  1.216516e-03 -3.577210e-03 1.427634e-05
-7.853838e+00 -9.796835e-04  3.165216e-03 1.097837e-05
-7.853513e+00  4.431425e-04 -1.786040e-03 3.386312e-06
-7.853187e+00  2.289660e-04 -1.389005e-04 7.171879e-08
-7.852862e+00 -8.310274e-04  2.021416e-03 4.776729e-06
-7.852536e+00  1.178857e-03 -3.286277e-03 1.218932e-05
-7.852211e+00 -1.166044e-03  3.546980e-03 1.394072e-05
-7.851885e+00  7.965098e-04 -2.723854e-03 8.053806e-06
-7.851559e+00 -1.833036e-04  1.068406e-03 1.175092e-06
-7.851234e+00 -4.859796e-04  9.135244e-04 1.070703e-06
-7.850908e+00  1.006590e-03 -2.616334e-03 7.858426e-06
-7.850583e+00 -1.219259e-03  3.519701e-03 1.387489e-05
-7.850257e+00  1.058927e-03 -3.347581e-03 1.232763e-05
-7.849932e+00 -5.746424e-04  2.152557e-03 4.963716e-06
-7.849606e+00 -8.543991e-05 -2.997755e-04 9.716535e-08
-7.849281e+00  7.193846e-04 -1.644625e-03 3.222307e-06
-7.848955e+00 -1.133252e-03  3.086506e-03 1.081078e-05
-7.848630e+00  1.200430e-03 -3.585275e-03 1.429523e-05
-7.848304e+00 -9.003668e-04  2.988515e-03 9.741882e-06
-7.847979e+00  3.248579e-04 -1.478564e-03 2.291686e-06
-7.847653e+00  3.500343e-04 -4.831985e-04 3.560049e-07
-7.847328e+00 -9.178438e-04  2.297333e-03 6.120177e-06
-7.847002e+00  1.204863e-03 -3.409503e-03 1.307640e-05
-7.846677e+00 -1.123285e-03  3.479860e-03 1.337120e-05
-7.846351e+00  6.980656e-04 -2.486896e-03 6.671947e-06
-7.846026e+00 -5.928905e-05  7.340137e-04 5.422913e-07
-7.845700e+00 -5.976275e-04  1.243175e-03 1.902644e-06
-7.845374e+00  1.071717e-03 -2.840515e-03 9.217101e-06
-7.845049e+00 -1.217943e-03  3.569910e-03 1.422764e-05
-7.844723e+00  9.915692e-04 -3.208474e-03 1.127752e-05
-7.844398e+00 -4.618489e-04  1.866638e-03 3.697642e-06
-7.844072e+00 -2.091650e-04  4.559078e-05 4.582851e-08
-7.843747e+00  8.161928e-04 -1.943909e-03 4.444953e-06
-7.843421e+00 -1.173529e-03  3.248258e-03 1.192835e-05
-7.843096e+00  1.171855e-03 -3.560067e-03 1.404732e-05
-7.842770e+00 -8.116799e-04  2.784049e-03 8.409755e-06
-7.842445e+00  2.031898e-04 -1.157316e-03 1.380665e-06
-7.842119e+00  4.674645e-04 -8.230705e-04 8.959681e-07
-7.841794e+00 -9.951131e-04  2.551977e-03 7.502835e-06
-7.841468e+00  1.218334e-03 -3.501108e-03 1.374209e-05
-7.841143e+00 -1.068837e-03  3.380434e-03 1.256975e-05
-7.840817e+00  5.923537e-04 -2.226818e-03 5.309599e-06
-7.840492e+00  6.534829e-05  3.927514e-04 1.585240e-07
-7.840166e+00 -7.030628e-04  1.561346e-03 2.932099e-06
-7.839840e+00  1.125696e-03 -3.038373e-03 1.049890e-05
-7.839515e+00 -1.203953e-03  3.586996e-03 1.431605e-05
-7.839189e+00  9.138904e-04 -3.039566e-03 1.007416e-05
-7.838864e+00 -3.442428e-04  1.563346e-03 2.562553e-06
-7.838538e+00 -3.307218e-04  3.905948e-04 2.619412e-07
-7.838213e+00  9.045151e-04 -2.225205e-03 5.769686e-06
-7.837887e+00 -1.201598e-03  3.379892e-03 1.286751e-05
-7.837562e+00  1.131084e-03 -3.501816e-03 1.354206e-05
-7.837236e+00 -7.145406e-04  2.553709e-03 7.032000e-06
-7.836911e+00  7.939756e-05 -8.252686e-04 6.873723e-07
-7.836585e+00  5.800406e-04 -1.155365e-03 1.671315e-06
-7.836260e+00 -1.062035e-03  2.782982e-03 8.872909e-06
-7.835934e+00  1.219129e-03 -3.560237e-03 1.416156e-05
-7.835609e+00 -1.003262e-03  3.249618e-03 1.156655e-05
-7.835283e+00  4.804682e-04 -1.946026e-03 4.017866e-06
-7.834958e+00  1.893181e-04  4.778173e-05 3.812444e-08
-7.834632e+00 -8.011934e-04  1.865085e-03 4.120452e-06
-7.834307e+00  1.167969e-03 -3.208069e-03 1.165586e-05
-7.833981e+00 -1.177435e-03  3.570797e-03 1.413694e-05
-7.833655e+00  8.266938e-04 -2.842418e-03 8.762763e-06
-7.833330e+00 -2.230412e-04  1.245488e-03 1.600988e-06
-7.833004e+00 -4.488519e-04  7.320381e-04 7.373479e-07
-7.832679e+00  9.834366e-04 -2.485903e-03 7.146860e-06
-7.832353e+00 -1.217168e-03  3.480184e-03 1.359318e-05
-7.832028e+00  1.078538e-03 -3.411055e-03 1.279854e-05
-7.831702e+00 -6.099536e-04  2.299626e-03 5.660325e-06
-7.831377e+00 -4.523733e-05 -4.854999e-04 2.377566e-07
-7.831051e+00  6.865966e-04 -1.477000e-03 2.652945e-06
-7.830726e+00 -1.117915e-03  2.988205e-03 1.017910e-05
-7.830400e+00  1.207240e-03 -3.586337e-03 1.431924e-05
-7.830075e+00 -9.272382e-04  3.088618e-03 1.039933e-05
-7.829749e+00  3.635666e-04 -1.647120e-03 2.845185e-06
-7.829424e+00  3.113369e-04 -2.976979e-04 1.855547e-07
-7.829098e+00 -8.910027e-04  2.151573e-03 5.423154e-06
-7.828773e+00  1.198095e-03 -3.348027e-03 1.264471e-05
-7.828447e+00 -1.138662e-03  3.521455e-03 1.369720e-05
-7.828122e+00  7.308809e-04 -2.618853e-03 7.392576e-06
-7.827796e+00 -9.949865e-05  9.160095e-04 8.489735e-07
-7.827470e+00 -5.623316e-04  1.066755e-03 1.454183e-06
-7.827145e+00  1.052139e-03 -2.723581e-03 8.524892e-06
-7.826819e+00 -1.220076e-03  3.548198e-03 1.407829e-05
-7.826494e+00  1.014761e-03 -3.288619e-03 1.184476e-05
-7.826168e+00 -4.990009e-04  2.024151e-03 4.346190e-06
-7.825843e+00 -1.694247e-04 -1.411577e-04 4.863020e-08
-7.825517e+00  7.860286e-04 -1.784993e-03 3.804040e-06
-7.825192e+00 -1.162175e-03  3.165736e-03 1.137254e-05
-7.824866e+00  1.182786e-03 -3.579159e-03 1.420936e-05
-7.824541e+00 -8.415516e-04  2.898922e-03 9.111959e-06
-7.824215e+00  2.428585e-04 -1.332867e-03 1.835516e-06
-7.823890e+00  4.301410e-04 -6.404850e-04 5.952423e-07
-7.823564e+00 -9.715596e-04  2.418153e-03 6.791392e-06
-7.823239e+00  1.215761e-03 -3.456941e-03 1.342852e-05
-7.822913e+00 -1.088032e-03  3.439423e-03 1.301344e-05
-7.822588e+00  6.274424e-04 -2.370937e-03 6.015026e-06
-7.822262e+00  2.510633e-05  5.779620e-04 3.346704e-07
-7.821936e+00 -6.699855e-04  1.391641e-03 2.385545e-06
-7.821611e+00  1.109909e-03 -2.936033e-03 9.852189e-06
-7.821285e+00 -1.210289e-03  3.583297e-03 1.430481e-05
-7.820960e+00  9.404104e-04 -3.135639e-03 1.071660e-05
-7.820634e+00 -3.828299e-04  1.729833e-03 3.138883e-06
-7.820309e+00 -2.918786e-04  2.045669e-04 1.270407e-07
-7.819983e+00  8.773058e-04 -2.076484e-03 5.081453e-06
-7.819658e+00 -1.194352e-03  3.313926e-03 1.240858e-05
-7.819332e+00  1.146019e-03 -3.538764e-03 1.383621e-05
-7.819007e+00 -7.470870e-04  2.682283e-03 7.752780e-06
-7.818681e+00  1.195930e-04 -1.006178e-03 1.026697e-06
-7.818356e+00  5.444998e-04 -9.774013e-04 1.251793e-06
-7.818030e+00 -1.042028e-03  2.662348e-03 8.173920e-06
-7.817705e+00  1.220781e-03 -3.533797e-03 1.397803e-05
-7.817379e+00 -1.026067e-03  3.325453e-03 1.211145e-05
-7.817054e+00  5.174475e-04 -2.100964e-03 4.681803e-06
-7.816728e+00  1.494839e-04  2.344776e-04 7.732518e-08
-7.816403e+00 -7.706975e-04  1.703683e-03 3.496510e-06
-7.816077e+00  1.156146e-03 -3.121284e-03 1.107909e-05
-7.815751e+00 -1.187906e-03  3.585149e-03 1.426441e-05
-7.815426e+00  8.562535e-04 -2.953525e-03 9.456477e-06
-7.815100e+00 -2.626423e-04  1.419397e-03 2.083670e-06
-7.814775e+00 -4.113310e-04  5.484691e-04 4.700115e-07
-7.814449e+00  9.594812e-04 -2.348770e-03 6.437324e-06
-7.814124e+00 -1.214111e-03  3.431394e-03 1.324853e-05
-7.813798e+00  1.097317e-03 -3.465519e-03 1.321392e-05
-7.813473e+00 -6.448204e-04  2.440703e-03 6.372822e-06
-7.813147e+00 -4.954585e-06 -6.700788e-04 4.490302e-07
-7.812822e+00  6.532284e-04 -1.305322e-03 2.130574e-06
-7.812496e+00 -1.101676e-03  2.881890e-03 9.518983e-06
-7.812171e+00  1.213101e-03 -3.577876e-03 1.427281e-05
-7.811845e+00 -9.534068e-04  3.180597e-03 1.102518e-05
-7.811520e+00  4.020333e-04 -1.811433e-03 3.442921e-06
-7.811194e+00  2.723463e-04 -1.112608e-04 8.655146e-08
-7.810869e+00 -8.634234e-04  1.999985e-03 4.745439e-06
-7.810543e+00  1.190369e-03 -3.277610e-03 1.215971e-05
-7.810217e+00 -1.153156e-03  3.553730e-03 1.395877e-05
-7.809892e+00  7.631590e-04 -2.743959e-03 8.111722e-06
-7.809566e+00 -1.396811e-04  1.095718e-03 1.220108e-06
-7.809241e+00 -5.265443e-04  8.873605e-04 1.064658e-06
-7.808915e+00  1.031702e-03 -2.599321e-03 7.820877e-06
-7.808590e+00 -1.221245e-03  3.517044e-03 1.386104e-05
-7.808264e+00  1.037180e-03 -3.360095e-03 1.236598e-05
-7.807939e+00 -5.358083e-04  2.176416e-03 5.023875e-06
-7.807613e+00 -1.294950e-04 -3.276822e-04 1.241446e-07
-7.807288e+00  7.551993e-04 -1.621206e-03 3.198636e-06
-7.806962e+00 -1.149883e-03  3.074739e-03 1.077625e-05
-7.806637e+00  1.192795e-03 -3.588761e-03 1.430196e-05
-7.806311e+00 -8.707994e-04  3.006189e-03 9.795466e-06
-7.805986e+00  2.823930e-04 -1.505023e-03 2.344839e-06
-7.805660e+00  3.924211e-04 -4.560486e-04 3.619746e-07
-7.805335e+00 -9.472005e-04  2.277796e-03 6.085545e-06
-7.805009e+00  1.212219e-03 -3.403556e-03 1.305367e-05
-7.804684e+00 -1.106394e-03  3.489325e-03 1.339949e-05
-7.804358e+00  6.620879e-04 -2.508878e-03 6.732830e-06
-7.804032e+00 -1.521857e-05  7.617914e-04 5.805578e-07
-7.803707e+00 -6.363244e-04  1.218099e-03 1.888673e-06
-7.803381e+00  1.093216e-03 -2.825810e-03 9.180322e-06
-7.803056e+00 -1.215675e-03  3.570076e-03 1.422331e-05
-7.802730e+00  9.662275e-04 -3.223463e-03 1.132431e-05
-7.802405e+00 -4.211770e-04  1.891866e-03 3.756549e-06
-7.802079e+00 -2.527391e-04  1.783886e-05 6.419527e-08
-7.801754e+00  8.493545e-04 -1.922122e-03 4.415957e-06
-7.801428e+00 -1.186146e-03  3.239101e-03 1.189872e-05
-7.801103e+00  1.160071e-03 -3.566344e-03 1.406457e-05
-7.800777e+00 -7.790968e-04  2.803841e-03 8.468514e-06
-7.800452e+00  1.597637e-04 -1.184570e-03 1.428730e-06
-7.800126e+00  5.084641e-04 -7.966894e-04 8.932497e-07
-7.799801e+00 -1.021158e-03  2.534538e-03 7.466650e-06
-7.799475e+00  1.221467e-03 -3.497948e-03 1.372762e-05
-7.799150e+00 -1.048099e-03  3.392521e-03 1.260771e-05
-7.798824e+00  5.540836e-04 -2.250456e-03 5.371560e-06
-7.798499e+00  1.094574e-04  4.207120e-04 1.889795e-07
-7.798173e+00 -7.395327e-04  1.537615e-03 2.911169e-06
-7.797847e+00  1.143383e-03 -3.026131e-03 1.046480e-05
-7.797522e+00 -1.197453e-03  3.589990e-03 1.432193e-05
-7.797196e+00  8.851894e-04 -3.056882e-03 1.012809e-05
-7.796871e+00 -3.021110e-04  1.589688e-03 2.618380e-06
-7.796545e+00 -3.734103e-04  3.632821e-04 2.714091e-07
-7.796220e+00  9.347163e-04 -2.205277e-03 5.736941e-06
-7.795894e+00 -1.210084e-03  3.373445e-03 1.284444e-05
-7.795569e+00  1.115261e-03 -3.510824e-03 1.356969e-05
-7.795243e+00 -6.792448e-04  2.575420e-03 7.094159e-06
-7.794918e+00  3.541378e-05 -8.530412e-04 7.289335e-07
-7.794592e+00  6.192725e-04 -1.130024e-03 1.660454e-06
-7.794267e+00 -1.084527e-03  2.767826e-03 8.837058e-06
-7.793941e+00  1.218009e-03 -3.559902e-03 1.415645e-05
-7.793616e+00 -9.788720e-04  3.264208e-03 1.161325e-05
-7.793290e+00  4.402613e-04 -1.971081e-03 4.078992e-06
-7.792965e+00  2.330561e-04  7.563945e-05 6.003649e-08
-7.792639e+00 -8.350980e-04  1.842946e-03 4.093839e-06
-7.792313e+00  1.181680e-03 -3.198422e-03 1.162627e-05
-7.791988e+00 -1.166764e-03  3.576594e-03 1.415336e-05
-7.791662e+00  7.949005e-04 -2.861889e-03 8.822273e-06
-7.791337e+00 -1.798412e-04  1.272678e-03 1.652052e-06
-7.791011e+00 -4.902583e-04  7.054453e-04 7.380062e-07
-7.790686e+00  1.010397e-03 -2.468041e-03 7.112130e-06
-7.790360e+00 -1.221445e-03  3.476518e-03 1.357811e-05
-7.790035e+00  1.058824e-03 -3.422709e-03 1.283605e-05
-7.789709e+00 -5.722734e-04  2.323037e-03 5.723999e-06
-7.789384e+00 -8.937018e-05 -5.135078e-04 2.716773e-07
-7.789058e+00  7.236967e-04 -1.452962e-03 2.634835e-06
-7.788733e+00 -1.136647e-03  2.975490e-03 1.014550e-05
-7.788407e+00  1.201878e-03 -3.588836e-03 1.432426e-05
-7.788082e+00 -8.994229e-04  3.105569e-03 1.045352e-05
-7.787756e+00  3.217968e-04 -1.673340e-03 2.903618e-06
-7.787431e+00  3.542977e-04 -2.702285e-04 1.985503e-07
-7.787105e+00 -9.220274e-04  2.131257e-03 5.392390e-06
-7.786780e+00  1.207703e-03 -3.341078e-03 1.262135e-05
-7.786454e+00 -1.123919e-03  3.530002e-03 1.372411e-05
-7.786128e+00  6.962911e-04 -2.640283e-03 7.455917e-06
-7.785803e+00 -5.563167e-05  9.437699e-04 8.937965e-07
-7.785477e+00 -6.020716e-04  1.041156e-03 1.446495e-06
-7.785152e+00  1.075609e-03 -2.707974e-03 8.490057e-06
-7.784826e+00 -1.220104e-03  3.547358e-03 1.407240e-05
-7.784501e+00  9.913397e-04 -3.302806e-03 1.189128e-05
-7.784175e+00 -4.592865e-04  2.049027e-03 4.409455e-06
-7.783850e+00 -2.132967e-04 -1.691147e-04 7.409524e-08
-7.783524e+00  8.206526e-04 -1.762505e-03 3.779896e-06
-7.783199e+00 -1.176971e-03  3.155598e-03 1.134306e-05
-7.782873e+00  1.173234e-03 -3.584473e-03 1.422493e-05
-7.782548e+00 -8.105696e-04  2.918065e-03 9.172127e-06
-7.782222e+00  1.999140e-04 -1.359985e-03 1.889526e-06
-7.781897e+00  4.719257e-04 -6.136859e-04 5.993242e-07
-7.781571e+00 -9.994167e-04  2.399870e-03 6.758211e-06
-7.781246e+00  1.221178e-03 -3.452769e-03 1.341289e-05
-7.780920e+00 -1.069355e-03  3.450639e-03 1.305043e-05
-7.780594e+00  5.903778e-04 -2.394113e-03 6.080322e-06
-7.780269e+00  6.923270e-05  6.060102e-04 3.720415e-07
-7.779943e+00 -7.076902e-04  1.367300e-03 2.370333e-06
-7.779618e+00  1.129671e-03 -2.922845e-03 9.819177e-06
-7.779292e+00 -1.206070e-03  3.585297e-03 1.430896e-05
-7.778967e+00  9.134996e-04 -3.152218e-03 1.077096e-05
-7.778641e+00 -3.414507e-04  1.755923e-03 3.199853e-06
-7.778316e+00 -3.350823e-04  1.769469e-04 1.435904e-07
-7.777990e+00  9.091325e-04 -2.055782e-03 5.052761e-06
-7.777665e+00 -1.205077e-03  3.306475e-03 1.238498e-05
-7.777339e+00  1.132365e-03 -3.546845e-03 1.386236e-05
-7.777014e+00 -7.132266e-04  2.703427e-03 7.817208e-06
-7.776688e+00  7.587277e-05 -1.033919e-03 1.074746e-06
-7.776363e+00  5.847205e-04 -9.515483e-04 1.247342e-06
-7.776037e+00 -1.066459e-03  2.646291e-03 8.140193e-06
-7.775712e+00  1.221958e-03 -3.532450e-03 1.397138e-05
-7.775386e+00 -1.003630e-03  3.339229e-03 1.215773e-05
-7.775061e+00  4.782527e-04 -2.125652e-03 4.747123e-06
-7.774735e+00  1.934598e-04  2.625273e-04 1.063473e-07
-7.774409e+00 -8.060171e-04  1.680851e-03 3.474923e-06
-7.774084e+00  1.172017e-03 -3.110654e-03 1.104980e-05
-7.773758e+00 -1.179479e-03  3.589976e-03 1.427910e-05
-7.773433e+00  8.261038e-04 -2.972333e-03 9.517209e-06
-7.773107e+00 -2.199827e-04  1.446436e-03 2.140570e-06
-7.772782e+00 -4.534653e-04  5.214694e-04 4.775611e-07
-7.772456e+00  9.882155e-04 -2.330068e-03 6.405787e-06
-7.772131e+00 -1.220666e-03  3.426712e-03 1.323238e-05
-7.771805e+00  1.079689e-03 -3.476291e-03 1.325032e-05
-7.771480e+00 -6.083966e-04  2.463636e-03 6.439648e-06
-7.771154e+00 -4.904427e-05 -6.981602e-04 4.898330e-07
-7.770829e+00  6.915117e-04 -1.280682e-03 2.118335e-06
-7.770503e+00 -1.122455e-03  2.868229e-03 9.486642e-06
-7.770178e+00  1.210026e-03 -3.579373e-03 1.427608e-05
-7.769852e+00 -9.274188e-04  3.196798e-03 1.107962e-05
-7.769527e+00  3.610727e-04 -1.837384e-03 3.506354e-06
-7.769201e+00  3.157632e-04 -8.349640e-05 1.066781e-07
-7.768876e+00 -8.960301e-04  1.978899e-03 4.718913e-06
-7.768550e+00  1.202202e-03 -3.269655e-03 1.213593e-05
-7.768224e+00 -1.140600e-03  3.561340e-03 1.398411e-05
-7.767899e+00  7.300509e-04 -2.764809e-03 8.177142e-06
-7.767573e+00 -9.613760e-05  1.123432e-03 1.271341e-06
-7.767248e+00 -5.672180e-04  8.612588e-04 1.063503e-06
-7.766922e+00  1.057077e-03 -2.582816e-03 7.788349e-06
-7.766597e+00 -1.223569e-03  3.515186e-03 1.385365e-05
-7.766271e+00  1.015742e-03 -3.373454e-03 1.241193e-05
-7.765946e+00 -4.971597e-04  2.200908e-03 5.091164e-06
-7.765620e+00 -1.735447e-04 -3.558178e-04 1.567241e-07
-7.765295e+00  7.911899e-04 -1.598034e-03 3.179693e-06
-7.764969e+00 -1.166817e-03  3.063618e-03 1.074722e-05
-7.764644e+00  1.185499e-03 -3.593095e-03 1.431574e-05
-7.764318e+00 -8.415025e-04  3.024656e-03 9.856668e-06
-7.763993e+00  2.400474e-04 -1.531975e-03 2.404569e-06
-7.763667e+00  4.348760e-04 -4.288541e-04 3.730330e-07
-7.763342e+00 -9.767920e-04  2.258678e-03 6.055748e-06
-7.763016e+00  1.219906e-03 -3.398363e-03 1.303704e-05
-7.762690e+00 -1.089826e-03  3.499647e-03 1.343525e-05
-7.762365e+00  6.263295e-04 -2.531562e-03 6.801092e-06
-7.762039e+00  2.880426e-05  7.898989e-04 6.247699e-07
-7.761714e+00 -6.751599e-04  1.193164e-03 1.879481e-06
-7.761388e+00  1.114997e-03 -2.811676e-03 9.148739e-06
-7.761063e+00 -1.213747e-03  3.571068e-03 1.422571e-05
-7.760737e+00  9.411797e-04 -3.239279e-03 1.137875e-05
-7.760412e+00 -3.806630e-04  1.917672e-03 3.822369e-06
-7.760086e+00 -2.963395e-04 -1.006346e-05 8.791838e-08
-7.759761e+00  8.827187e-04 -1.900657e-03 4.391691e-06
-7.759435e+00 -1.199079e-03  3.230641e-03 1.187483e-05
-7.759110e+00  1.148622e-03 -3.573477e-03 1.408907e-05
-7.758784e+00 -7.467636e-04  2.824389e-03 8.534828e-06
-7.758459e+00  1.164266e-04 -1.212249e-03 1.483103e-06
-7.758133e+00  5.495628e-04 -7.703443e-04 8.954496e-07
-7.757808e+00 -1.047460e-03  2.517587e-03 7.435416e-06
-7.757482e+00  1.224935e-03 -3.495576e-03 1.371952e-05
-7.757157e+00 -1.027675e-03  3.405457e-03 1.265325e-05
-7.756831e+00  5.160075e-04 -2.274745e-03 5.440729e-06
-7.756505e+00  1.535506e-04  4.489267e-04 2.251129e-07
-7.756180e+00 -7.761697e-04  1.514105e-03 2.894954e-06
-7.755854e+00  1.161369e-03 -3.014518e-03 1.043610e-05
-7.755529e+00 -1.191292e-03  3.593828e-03 1.433478e-05
-7.755203e+00  8.567649e-04 -3.074999e-03 1.018967e-05
-7.754878e+00 -2.601083e-04  1.616546e-03 2.680876e-06
-7.754552e+00 -4.161566e-04  3.358989e-04 2.860144e-07
-7.754227e+00  9.651446e-04 -2.185744e-03 5.708980e-06
-7.753901e+00 -1.218897e-03  3.367738e-03 1.282737e-05
-7.753576e+00  1.099766e-03 -3.520691e-03 1.360475e-05
-7.753250e+00 -6.441762e-04  2.597845e-03 7.163762e-06
-7.752925e+00 -8.512079e-06 -8.811674e-04 7.765285e-07
-7.752599e+00  6.586335e-04 -1.104800e-03 1.654381e-06
-7.752274e+00 -1.107296e-03  2.753219e-03 8.806322e-06
-7.751948e+00  1.217229e-03 -3.560383e-03 1.415798e-05
-7.751623e+00 -9.547812e-04  3.279633e-03 1.166760e-05
-7.751297e+00  4.002216e-04 -1.996733e-03 4.147119e-06
-7.750971e+00  2.768101e-04  1.036732e-04 8.737198e-08
-7.750646e+00 -8.691966e-04  1.821105e-03 4.071925e-06
-7.750320e+00  1.195704e-03 -3.189455e-03 1.160233e-05
-7.749995e+00 -1.156428e-03  3.583246e-03 1.417698e-05
-7.749669e+00  7.633639e-04 -2.882128e-03 8.889386e-06
-7.749344e+00 -1.367401e-04  1.300315e-03 1.709518e-06
-7.749018e+00 -5.317537e-04  6.788622e-04 7.436159e-07
-7.748693e+00  1.037607e-03 -2.450644e-03 7.082286e-06
-7.748367e+00 -1.226056e-03  3.473630e-03 1.356932e-05
-7.748042e+00  1.039427e-03 -3.435216e-03 1.288112e-05
-7.747716e+00 -5.347956e-04  2.347116e-03 5.794958e-06
-7.747391e+00 -1.334767e-04 -5.417944e-04 3.113572e-07
-7.747065e+00  7.609547e-04 -1.429119e-03 2.621433e-06
-7.746740e+00 -1.155671e-03  2.963384e-03 1.011722e-05
-7.746414e+00  1.196857e-03 -3.592173e-03 1.433617e-05
-7.746089e+00 -8.718900e-04  3.123330e-03 1.051538e-05
-7.745763e+00  2.801656e-04 -1.700094e-03 2.968813e-06
-7.745438e+00  3.973061e-04 -2.426625e-04 2.167373e-07
-7.745112e+00 -9.532714e-04  2.111311e-03 5.366362e-06
-7.744786e+00  1.217636e-03 -3.334856e-03 1.260390e-05
-7.744461e+00 -1.109505e-03  3.539408e-03 1.375841e-05
-7.744135e+00  6.619360e-04 -2.662443e-03 7.526762e-06
-7.743810e+00 -1.183280e-05  9.719074e-04 9.447439e-07
-7.743484e+00 -6.419309e-04  1.015646e-03 1.443613e-06
-7.743159e+00  1.099349e-03 -2.692896e-03 8.460259e-06
-7.742833e+00 -1.220472e-03  3.547325e-03 1.407307e-05
-7.742508e+00  9.682222e-04 -3.317831e-03 1.194546e-05
-7.742182e+00 -4.197482e-04  2.074516e-03 4.479807e-06
-7.741857e+00 -2.571742e-04 -1.972732e-04 1.050553e-07
-7.741531e+00  8.554620e-04 -1.740291e-03 3.760427e-06
-7.741206e+00 -1.192076e-03  3.146124e-03 1.131914e-05
-7.740880e+00  1.164019e-03 -3.590639e-03 1.424763e-05
-7.740555e+00 -7.798510e-04  2.937988e-03 9.239938e-06
-7.740229e+00  1.570784e-04 -1.387573e-03 1.950032e-06
-7.739904e+00  5.137893e-04 -5.868705e-04 6.083963e-07
-7.739578e+00 -1.027516e-03  2.382030e-03 6.729855e-06
-7.739253e+00  1.226928e-03 -3.449361e-03 1.340345e-05
-7.738927e+00 -1.050998e-03  3.462709e-03 1.309495e-05
-7.738601e+00  5.535238e-04 -2.417972e-03 6.152977e-06
-7.738276e+00  1.133224e-04  6.343616e-04 4.152566e-07
-7.737950e+00 -7.455434e-04  1.343127e-03 2.359826e-06
-7.737625e+00  1.149721e-03 -2.910246e-03 9.791394e-06
-7.737299e+00 -1.202191e-03  3.588128e-03 1.431993e-05
-7.736974e+00  8.868769e-04 -3.169615e-03 1.083301e-05
-7.736648e+00 -3.002194e-04  1.782567e-03 3.267676e-06
-7.736323e+00 -3.783233e-04  1.492044e-04 1.653905e-07
-7.735997e+00  9.411704e-04 -2.035427e-03 5.028764e-06
-7.735672e+00 -1.216122e-03  3.299735e-03 1.236720e-05
-7.735346e+00  1.119043e-03 -3.555784e-03 1.389586e-05
-7.735021e+00 -6.796083e-04  2.725313e-03 7.889198e-06
-7.734695e+00  3.223084e-05 -1.062060e-03 1.129011e-06
-7.734370e+00  6.250506e-04 -9.257591e-04 1.247718e-06
-7.734044e+00 -1.091154e-03  2.630743e-03 8.111427e-06
-7.733719e+00  1.223472e-03 -3.531900e-03 1.397120e-05
